Date,Utilisation
"Jun 12, 2009",85.9
"Jun 19, 2009",87.1
"Jun 26, 2009",87
"Jul 03, 2009",86.8
"Jul 10, 2009",87.9
"Jul 17, 2009",85.8
"Jul 24, 2009",84.6
"Jul 31, 2009",84.5
"Aug 07, 2009",83.5
"Aug 14, 2009",84
"Aug 21, 2009",84.1
"Aug 28, 2009",87.2
"Sep 04, 2009",87.2
"Sep 11, 2009",86.9
"Sep 18, 2009",85.6
"Sep 25, 2009",84.6
"Oct 02, 2009",85
"Oct 09, 2009",80.9
"Oct 16, 2009",81.1
"Oct 23, 2009",81.8
"Oct 30, 2009",80.6
"Nov 06, 2009",79.9
"Nov 13, 2009",79.4
"Nov 20, 2009",80.3
"Nov 27, 2009",79.7
"Dec 04, 2009",81.1
"Dec 11, 2009",80
"Dec 18, 2009",80
"Dec 25, 2009",80.3
"Jan 01, 2010",79.9
"Jan 08, 2010",81.3
"Jan 15, 2010",78.4
"Jan 22, 2010",78.5
"Jan 29, 2010",77.7
"Feb 05, 2010",79.1
"Feb 12, 2010",79.8
"Feb 19, 2010",81.2
"Feb 26, 2010",81.9
"Mar 05, 2010",80.7
"Mar 12, 2010",80.6
"Mar 19, 2010",81.1
"Mar 26, 2010",82.6
"Apr 02, 2010",84.5
"Apr 09, 2010",85.6
"Apr 16, 2010",85.9
"Apr 23, 2010",89
"Apr 30, 2010",89.6
"May 07, 2010",88.4
"May 14, 2010",87.9
"May 21, 2010",87.8
"May 28, 2010",87.5
"Jun 04, 2010",89.1
"Jun 11, 2010",87.9
"Jun 18, 2010",89.4
"Jun 25, 2010",88.4
"Jul 02, 2010",89.8
"Jul 09, 2010",90.5
"Jul 16, 2010",91.5
"Jul 23, 2010",90.6
"Jul 30, 2010",91.2
"Aug 06, 2010",88.1
"Aug 13, 2010",90
"Aug 20, 2010",87.7
"Aug 27, 2010",87
"Sep 03, 2010",88.2
"Sep 10, 2010",87.6
"Sep 17, 2010",87.8
"Sep 24, 2010",85.8
"Oct 01, 2010",83.1
"Oct 08, 2010",81.9
"Oct 15, 2010",82.5
"Oct 22, 2010",83.7
"Oct 29, 2010",81.8
"Nov 05, 2010",82.4
"Nov 12, 2010",84
"Nov 19, 2010",85.5
"Nov 26, 2010",82.6
"Dec 03, 2010",87.5
"Dec 10, 2010",88
"Dec 17, 2010",87.7
"Dec 24, 2010",87.8
"Dec 31, 2010",88
"Jan 07, 2011",86.4
"Jan 14, 2011",83
"Jan 21, 2011",81.8
"Jan 28, 2011",84.5
"Feb 04, 2011",84.7
"Feb 11, 2011",81.2
"Feb 18, 2011",79.4
"Feb 25, 2011",80.9
"Mar 04, 2011",82
"Mar 11, 2011",83.4
"Mar 18, 2011",84.1
"Mar 25, 2011",84.1
"Apr 01, 2011",84.4
"Apr 08, 2011",81.4
"Apr 15, 2011",82.5
"Apr 22, 2011",82.7
"Apr 29, 2011",82.8
"May 06, 2011",81.7
"May 13, 2011",83.2
"May 20, 2011",86.3
"May 27, 2011",86
"Jun 03, 2011",87.2
"Jun 10, 2011",86.1
"Jun 17, 2011",89.2
"Jun 24, 2011",88.1
"Jul 01, 2011",88.4
"Jul 08, 2011",88
"Jul 15, 2011",90.3
"Jul 22, 2011",88.3
"Jul 29, 2011",89.3
"Aug 05, 2011",90
"Aug 12, 2011",89.1
"Aug 19, 2011",90.3
"Aug 26, 2011",89.2
"Sep 02, 2011",89
"Sep 09, 2011",87
"Sep 16, 2011",88.3
"Sep 23, 2011",87.8
"Sep 30, 2011",87.7
"Oct 07, 2011",84.2
"Oct 14, 2011",83.1
"Oct 21, 2011",84.8
"Oct 28, 2011",85.3
"Nov 04, 2011",82.6
"Nov 11, 2011",84.8
"Nov 18, 2011",85.5
"Nov 25, 2011",84.6
"Dec 02, 2011",87.7
"Dec 09, 2011",85.1
"Dec 16, 2011",84.9
"Dec 23, 2011",84.2
"Dec 30, 2011",85
"Jan 06, 2012",85.6
"Jan 13, 2012",83.7
"Jan 20, 2012",82.2
"Jan 27, 2012",81.8
"Feb 03, 2012",82.8
"Feb 10, 2012",84
"Feb 17, 2012",85.5
"Feb 24, 2012",83.6
"Mar 02, 2012",83.9
"Mar 09, 2012",82.7
"Mar 16, 2012",82.2
"Mar 23, 2012",84.5
"Mar 30, 2012",85.7
"Apr 06, 2012",83.8
"Apr 13, 2012",84.6
"Apr 20, 2012",84.7
"Apr 27, 2012",86
"May 04, 2012",86.4
"May 11, 2012",88.3
"May 18, 2012",88.1
"May 25, 2012",89.1
"Jun 01, 2012",91
"Jun 08, 2012",92
"Jun 15, 2012",91.9
"Jun 22, 2012",92.6
"Jun 29, 2012",92
"Jul 06, 2012",92.7
"Jul 13, 2012",92
"Jul 20, 2012",93
"Jul 27, 2012",92.2
"Aug 03, 2012",92.6
"Aug 10, 2012",92.6
"Aug 17, 2012",91.2
"Aug 24, 2012",91.2
"Aug 31, 2012",86.1
"Sep 07, 2012",84.7
"Sep 14, 2012",88.9
"Sep 21, 2012",87.4
"Sep 28, 2012",88.2
"Oct 05, 2012",86.7
"Oct 12, 2012",87.4
"Oct 19, 2012",87.2
"Oct 26, 2012",87.7
"Nov 02, 2012",85.4
"Nov 09, 2012",86
"Nov 16, 2012",87.5
"Nov 23, 2012",88.6
"Nov 30, 2012",90.6
"Dec 07, 2012",90.4
"Dec 14, 2012",91.5
"Dec 21, 2012",90.3
"Dec 28, 2012",90.4
"Jan 04, 2013",89.1
"Jan 11, 2013",87.9
"Jan 18, 2013",83.6
"Jan 25, 2013",85
"Feb 01, 2013",84.2
"Feb 08, 2013",83.8
"Feb 15, 2013",82.9
"Feb 22, 2013",85.1
"Mar 01, 2013",82.2
"Mar 08, 2013",81
"Mar 15, 2013",83.5
"Mar 22, 2013",85.7
"Mar 29, 2013",86.3
"Apr 05, 2013",86.8
"Apr 12, 2013",86.3
"Apr 19, 2013",83.5
"Apr 26, 2013",84.4
"May 03, 2013",87
"May 10, 2013",88
"May 17, 2013",87.3
"May 24, 2013",86.4
"May 31, 2013",88.4
"Jun 07, 2013",87.5
"Jun 14, 2013",89.3
"Jun 21, 2013",90.2
"Jun 28, 2013",92.2
"Jul 05, 2013",92.4
"Jul 12, 2013",92.8
"Jul 19, 2013",92.3
"Jul 26, 2013",91.3
"Aug 02, 2013",90.9
"Aug 09, 2013",89.4
"Aug 16, 2013",91
"Aug 23, 2013",91.2
"Aug 30, 2013",91.7
"Sep 06, 2013",92.5
"Sep 13, 2013",92.5
"Sep 20, 2013",90.3
"Sep 27, 2013",89
"Oct 04, 2013",86
"Oct 11, 2013",86.2
"Oct 18, 2013",85.9
"Oct 25, 2013",87.3
"Nov 01, 2013",86.8
"Nov 08, 2013",88.7
"Nov 15, 2013",88.6
"Nov 22, 2013",89.4
"Nov 29, 2013",92.4
"Dec 06, 2013",92.6
"Dec 13, 2013",91.5
"Dec 20, 2013",92.7
"Dec 27, 2013",92.4
"Jan 03, 2014",92.3
"Jan 10, 2014",90
"Jan 17, 2014",86.5
"Jan 24, 2014",88.2
"Jan 31, 2014",86.1
"Feb 07, 2014",87.1
"Feb 14, 2014",86.8
"Feb 21, 2014",88
"Feb 28, 2014",87.4
"Mar 07, 2014",86
"Mar 14, 2014",85.6
"Mar 21, 2014",86
"Mar 28, 2014",87.7
"Apr 04, 2014",87.5
"Apr 11, 2014",88.8
"Apr 18, 2014",91
"Apr 25, 2014",91
"May 02, 2014",90.2
"May 09, 2014",88.8
"May 16, 2014",88.7
"May 23, 2014",89.9
"May 30, 2014",90.8
"Jun 06, 2014",87.9
"Jun 13, 2014",87.1
"Jun 20, 2014",88.5
"Jun 27, 2014",91.4
"Jul 04, 2014",91.6
"Jul 11, 2014",93.8
"Jul 18, 2014",93.8
"Jul 25, 2014",93.5
"Aug 01, 2014",92.4
"Aug 08, 2014",91.6
"Aug 15, 2014",93.4
"Aug 22, 2014",93.5
"Aug 29, 2014",93.3
"Sep 05, 2014",93.9
"Sep 12, 2014",93
"Sep 19, 2014",93.4
"Sep 26, 2014",89.8
"Oct 03, 2014",89.3
"Oct 10, 2014",88.1
"Oct 17, 2014",86.7
"Oct 24, 2014",86.6
"Oct 31, 2014",88.4
"Nov 07, 2014",90.1
"Nov 14, 2014",91.2
"Nov 21, 2014",91.5
"Nov 28, 2014",93.4
"Dec 05, 2014",95.4
"Dec 12, 2014",93.5
"Dec 19, 2014",93.5
"Dec 26, 2014",94.4
"Jan 02, 2015",93.9
"Jan 09, 2015",91
"Jan 16, 2015",85.5
"Jan 23, 2015",88
"Jan 30, 2015",89.9
"Feb 06, 2015",90
"Feb 13, 2015",88.7
"Feb 20, 2015",87.4
"Feb 27, 2015",86.6
"Mar 06, 2015",87.8
"Mar 13, 2015",88.1
"Mar 20, 2015",89
"Mar 27, 2015",89.4
"Apr 03, 2015",90.1
"Apr 10, 2015",92.3
"Apr 17, 2015",91.2
"Apr 24, 2015",91.3
"May 01, 2015",93
"May 08, 2015",91.2
"May 15, 2015",92.4
"May 22, 2015",93.6
"May 29, 2015",93.2
"Jun 05, 2015",94.6
"Jun 12, 2015",93.1
"Jun 19, 2015",94
"Jun 26, 2015",95
"Jul 03, 2015",94.7
"Jul 10, 2015",95.3
"Jul 17, 2015",95.5
"Jul 24, 2015",95.1
"Jul 31, 2015",96.1
"Aug 07, 2015",96.1
"Aug 14, 2015",95.1
"Aug 21, 2015",94.5
"Aug 28, 2015",92.8
"Sep 04, 2015",90.9
"Sep 11, 2015",93.1
"Sep 18, 2015",90.9
"Sep 25, 2015",89.8
"Oct 02, 2015",87.5
"Oct 09, 2015",86
"Oct 16, 2015",86.4
"Oct 23, 2015",87.6
"Oct 30, 2015",88.7
"Nov 06, 2015",89.5
"Nov 13, 2015",90.3
"Nov 20, 2015",92
"Nov 27, 2015",94.5
"Dec 04, 2015",93.1
"Dec 11, 2015",91.9
"Dec 18, 2015",91.3
"Dec 25, 2015",92.6
"Jan 01, 2016",92.5
"Jan 08, 2016",91.2
"Jan 15, 2016",90.6
"Jan 22, 2016",87.4
"Jan 29, 2016",86.6
"Feb 05, 2016",86.1
"Feb 12, 2016",88.3
"Feb 19, 2016",87.3
"Feb 26, 2016",88.3
"Mar 04, 2016",89.1
"Mar 11, 2016",89
"Mar 18, 2016",88.4
"Mar 25, 2016",90.4
"Apr 01, 2016",91.4
"Apr 08, 2016",89.2
"Apr 15, 2016",89.4
"Apr 22, 2016",88.1
"Apr 29, 2016",89.7
"May 06, 2016",89.1
"May 13, 2016",90.5
"May 20, 2016",89.7
"May 27, 2016",89.8
"Jun 03, 2016",90.9
"Jun 10, 2016",90.2
"Jun 17, 2016",91.3
"Jun 24, 2016",93
"Jul 01, 2016",92.5
"Jul 08, 2016",92.3
"Jul 15, 2016",93.2
"Jul 22, 2016",92.4
"Jul 29, 2016",93.3
"Aug 05, 2016",92.2
"Aug 12, 2016",93.5
"Aug 19, 2016",92.5
"Aug 26, 2016",92.8
"Sep 02, 2016",93.7
"Sep 09, 2016",92.9
"Sep 16, 2016",92
"Sep 23, 2016",90.1
"Sep 30, 2016",88.3
"Oct 07, 2016",85.5
"Oct 14, 2016",85
"Oct 21, 2016",85.6
"Oct 28, 2016",85.2
"Nov 04, 2016",87.1
"Nov 11, 2016",89.2
"Nov 18, 2016",90.8
"Nov 25, 2016",89.8
"Dec 02, 2016",90.4
"Dec 09, 2016",90.5
"Dec 16, 2016",91.5
"Dec 23, 2016",91
"Dec 30, 2016",92
"Jan 06, 2017",93.6
"Jan 13, 2017",90.7
"Jan 20, 2017",88.3
"Jan 27, 2017",88.2
"Feb 03, 2017",87.7
"Feb 10, 2017",85.4
"Feb 17, 2017",84.3
"Feb 24, 2017",86
"Mar 03, 2017",85.9
"Mar 10, 2017",85.1
"Mar 17, 2017",87.4
"Mar 24, 2017",89.3
"Mar 31, 2017",90.8
"Apr 07, 2017",91
"Apr 14, 2017",92.9
"Apr 21, 2017",94.1
"Apr 28, 2017",93.3
"May 05, 2017",91.5
"May 12, 2017",93.4
"May 19, 2017",93.5
"May 26, 2017",95
"Jun 02, 2017",94.1
"Jun 09, 2017",94.4
"Jun 16, 2017",94
"Jun 23, 2017",92.5
"Jun 30, 2017",93.6
"Jul 07, 2017",94.5
"Jul 14, 2017",94
"Jul 21, 2017",94.3
"Jul 28, 2017",95.4
"Aug 04, 2017",96.3
"Aug 11, 2017",96.1
"Aug 18, 2017",95.4
"Aug 25, 2017",96.6
"Sep 01, 2017",79.7
"Sep 08, 2017",77.7
"Sep 15, 2017",83.2
"Sep 22, 2017",88.6
"Sep 29, 2017",88.1
"Oct 06, 2017",89.2
"Oct 13, 2017",84.5
"Oct 20, 2017",87.8
"Oct 27, 2017",88.1
"Nov 03, 2017",89.6
"Nov 10, 2017",91
"Nov 17, 2017",91.3
"Nov 24, 2017",92.6
"Dec 01, 2017",93.8
"Dec 08, 2017",93.4
"Dec 15, 2017",94.1
"Dec 22, 2017",95.7
"Dec 29, 2017",96.7
"Jan 05, 2018",95.3
"Jan 12, 2018",93
"Jan 19, 2018",90.9
"Jan 26, 2018",88.1
"Feb 02, 2018",92.5
"Feb 09, 2018",89.8
"Feb 16, 2018",88.1
"Feb 23, 2018",87.8
"Mar 02, 2018",88
"Mar 09, 2018",90
"Mar 16, 2018",91.7
"Mar 23, 2018",92.3
"Mar 30, 2018",93
"Apr 06, 2018",93.5
"Apr 13, 2018",92.4
"Apr 20, 2018",90.8
"Apr 27, 2018",91.1
"May 04, 2018",90.4
"May 11, 2018",91.1
"May 18, 2018",91.8
"May 25, 2018",93.9
"Jun 01, 2018",95.4
"Jun 08, 2018",95.7
"Jun 15, 2018",96.7
"Jun 22, 2018",97.5
"Jun 29, 2018",97.1
"Jul 06, 2018",96.7
"Jul 13, 2018",94.3
"Jul 20, 2018",93.8
"Jul 27, 2018",96.1
"Aug 03, 2018",96.6
"Aug 10, 2018",98.1
"Aug 17, 2018",98.1
"Aug 24, 2018",96.3
"Aug 31, 2018",96.6
"Sep 07, 2018",97.6
"Sep 14, 2018",95.4
"Sep 21, 2018",90.4
"Sep 28, 2018",90.4
"Oct 05, 2018",88.8
"Oct 12, 2018",88.8
"Oct 19, 2018",89.2
"Oct 26, 2018",89.4
"Nov 02, 2018",90
"Nov 09, 2018",90.1
"Nov 16, 2018",92.7
"Nov 23, 2018",95.6
"Nov 30, 2018",95.5
"Dec 07, 2018",95.1
"Dec 14, 2018",95.4
"Dec 21, 2018",95.1
"Dec 28, 2018",97.2
"Jan 04, 2019",96.1
"Jan 11, 2019",94.6
"Jan 18, 2019",92.9
"Jan 25, 2019",90.1
"Feb 01, 2019",90.7
"Feb 08, 2019",85.9
"Feb 15, 2019",85.9
"Feb 22, 2019",87.1
"Mar 01, 2019",87.5
"Mar 08, 2019",87.6
"Mar 15, 2019",88.9
"Mar 22, 2019",86.6
"Mar 29, 2019",86.4
"Apr 05, 2019",87.5
"Apr 12, 2019",87.7
"Apr 19, 2019",90.1
"Apr 26, 2019",89.2
"May 03, 2019",88.9
"May 10, 2019",90.5
"May 17, 2019",89.9
"May 24, 2019",91.2
"May 31, 2019",91.8
"Jun 07, 2019",93.2
"Jun 14, 2019",93.9
"Jun 21, 2019",94.2
"Jun 28, 2019",94.2
"Jul 05, 2019",94.7
"Jul 12, 2019",94.4
"Jul 19, 2019",93.1
"Jul 26, 2019",93
"Aug 02, 2019",96.4
"Aug 09, 2019",94.8
"Aug 16, 2019",95.9
"Aug 23, 2019",95.2
"Aug 30, 2019",94.8
"Sep 06, 2019",95.1
"Sep 13, 2019",91.2
"Sep 20, 2019",89.8
"Sep 27, 2019",86.4
"Oct 04, 2019",85.7
"Oct 11, 2019",83.1
"Oct 18, 2019",85.2
"Oct 25, 2019",87.7
"Nov 01, 2019",86
"Nov 08, 2019",87.8
"Nov 15, 2019",89.5
"Nov 22, 2019",89.3
"Nov 29, 2019",91.9
"Dec 06, 2019",90.6
"Dec 13, 2019",90.6
"Dec 20, 2019",93.3
"Dec 27, 2019",94.5
"Jan 03, 2020",93
"Jan 10, 2020",92.2
"Jan 17, 2020",90.5
"Jan 24, 2020",87.2
"Jan 31, 2020",87.4
"Feb 07, 2020",88
"Feb 14, 2020",89.4
"Feb 21, 2020",87.9
"Feb 28, 2020",86.9
"Mar 06, 2020",86.4
"Mar 13, 2020",86.4
"Mar 20, 2020",87.3
"Mar 27, 2020",82.3
"Apr 03, 2020",75.6
"Apr 10, 2020",69.1
"Apr 17, 2020",67.6
"Apr 24, 2020",69.6
"May 01, 2020",70.5
"May 08, 2020",67.9
"May 15, 2020",69.4
"May 22, 2020",71.3
"May 29, 2020",71.8
"Jun 05, 2020",73.1
"Jun 12, 2020",73.8
"Jun 19, 2020",74.6
"Jun 26, 2020",75.5
"Jul 03, 2020",77.5
"Jul 10, 2020",78.1
"Jul 17, 2020",77.9
"Jul 24, 2020",79.5
"Jul 31, 2020",79.6
"Aug 07, 2020",81
"Aug 14, 2020",80.9
"Aug 21, 2020",82
"Aug 28, 2020",76.7
"Sep 04, 2020",71.8
"Sep 11, 2020",75.8
"Sep 18, 2020",74.8
"Sep 25, 2020",75.8
"Oct 02, 2020",77.1
"Oct 09, 2020",75.1
"Oct 16, 2020",72.9
"Oct 23, 2020",74.6
"Oct 30, 2020",75.3
"Nov 06, 2020",74.5
"Nov 13, 2020",77.4
"Nov 20, 2020",78.7
"Nov 27, 2020",78.2
"Dec 04, 2020",79.9
"Dec 11, 2020",79.1
"Dec 18, 2020",78
"Dec 25, 2020",79.4
"Jan 01, 2021",80.7
"Jan 08, 2021",82
"Jan 15, 2021",82.5
"Jan 22, 2021",81.7
"Jan 29, 2021",82.3
"Feb 05, 2021",83
"Feb 12, 2021",83.1
"Feb 19, 2021",68.6
"Feb 26, 2021",56
"Mar 05, 2021",69
"Mar 12, 2021",76.1
"Mar 19, 2021",81.6
"Mar 26, 2021",83.9
"Apr 02, 2021",84
"Apr 09, 2021",85
"Apr 16, 2021",85
"Apr 23, 2021",85.4
"Apr 30, 2021",86.5
"May 07, 2021",86.1
"May 14, 2021",86.3
"May 21, 2021",87
"May 28, 2021",88.7
"Jun 04, 2021",91.3
"Jun 11, 2021",92.6
"Jun 18, 2021",92.2
"Jun 25, 2021",92.9
"Jul 02, 2021",92.2
"Jul 09, 2021",91.8
"Jul 16, 2021",91.4
"Jul 23, 2021",91.1
"Jul 30, 2021",91.3
"Aug 06, 2021",91.8
"Aug 13, 2021",92.2
"Aug 20, 2021",92.4
"Aug 27, 2021",91.3
"Sep 03, 2021",81.9
"Sep 10, 2021",82.1
"Sep 17, 2021",87.5
"Sep 24, 2021",88.1
"Oct 01, 2021",89.6
"Oct 08, 2021",86.7
"Oct 15, 2021",84.7
"Oct 22, 2021",85.1
"Oct 29, 2021",86.3
"Nov 05, 2021",86.7
"Nov 12, 2021",87.9
"Nov 19, 2021",88.6
"Nov 26, 2021",88.8
"Dec 03, 2021",89.8
"Dec 10, 2021",89.8
"Dec 17, 2021",89.6
"Dec 24, 2021",89.7
"Dec 31, 2021",89.8
"Jan 07, 2022",88.4
"Jan 14, 2022",88.1
"Jan 21, 2022",87.7
"Jan 28, 2022",86.7
"Feb 04, 2022",88.2
"Feb 11, 2022",85.3
"Feb 18, 2022",87.4
"Feb 25, 2022",87.7
"Mar 04, 2022",89.3
"Mar 11, 2022",90.4
"Mar 18, 2022",91.1
"Mar 25, 2022",92.1
"Apr 01, 2022",92.5
"Apr 08, 2022",90
"Apr 15, 2022",91
"Apr 22, 2022",90.3
"Apr 29, 2022",88.4
"May 06, 2022",90
"May 13, 2022",91.8
"May 20, 2022",93.2
"May 27, 2022",92.6
"Jun 03, 2022",94.2
"Jun 10, 2022",93.7
"Jun 17, 2022",94
"Jun 24, 2022",95
"Jul 01, 2022",94.5
"Jul 08, 2022",94.9
"Jul 15, 2022",93.7
"Jul 22, 2022",92.2
"Jul 29, 2022",91
"Aug 05, 2022",94.3
"Aug 12, 2022",93.5
"Aug 19, 2022",93.8
"Aug 26, 2022",92.7
"Sep 02, 2022",90.9
"Sep 09, 2022",91.5
"Sep 16, 2022",93.6
"Sep 23, 2022",90.6
"Sep 30, 2022",91.3
"Oct 07, 2022",89.9
"Oct 14, 2022",89.5
"Oct 21, 2022",88.9
"Oct 28, 2022",90.6
"Nov 04, 2022",92.1
"Nov 11, 2022",92.9
"Nov 18, 2022",93.9
"Nov 25, 2022",95.2
"Dec 02, 2022",95.5
"Dec 09, 2022",92.2
"Dec 16, 2022",90.9
"Dec 23, 2022",92
"Dec 30, 2022",79.6
"Jan 06, 2023",84.1
"Jan 13, 2023",85.3
"Jan 20, 2023",86.1
"Jan 27, 2023",85.7
"Feb 03, 2023",87.9
"Feb 10, 2023",86.5
"Feb 17, 2023",85.9
"Feb 24, 2023",85.8
"Mar 03, 2023",86
"Mar 10, 2023",88.2
"Mar 17, 2023",88.6
"Mar 24, 2023",90.3
"Mar 31, 2023",89.6
"Apr 07, 2023",89.3
"Apr 14, 2023",91
"Apr 21, 2023",91.3
"Apr 28, 2023",90.7
"May 05, 2023",91
"May 12, 2023",92
"May 19, 2023",91.7
"May 26, 2023",93.1
"Jun 02, 2023",95.8
"Jun 09, 2023",93.7
"Jun 16, 2023",93.1
"Jun 23, 2023",92.2
"Jun 30, 2023",91.1
"Jul 07, 2023",93.7
"Jul 14, 2023",94.3
"Jul 21, 2023",93.4
"Jul 28, 2023",92.7
"Aug 04, 2023",93.8
"Aug 11, 2023",94.7
"Aug 18, 2023",94.5
"Aug 25, 2023",93.3
"Sep 01, 2023",93.1
"Sep 08, 2023",93.7
"Sep 15, 2023",91.9
"Sep 22, 2023",89.5
"Sep 29, 2023",87.3
"Oct 06, 2023",85.7
"Oct 13, 2023",86.1
"Oct 20, 2023",85.6
"Oct 27, 2023",85.4
"Nov 03, 2023",85.2
"Nov 10, 2023",86.1
"Nov 17, 2023",87
"Nov 24, 2023",89.8
"Dec 01, 2023",90.5
"Dec 08, 2023",90.2
"Dec 15, 2023",92.4
"Dec 22, 2023",93.3
"Dec 29, 2023",93.5
"Jan 05, 2024",92.9
"Jan 12, 2024",92.6
"Jan 19, 2024",85.5
"Jan 26, 2024",82.9
"Feb 02, 2024",82.4
"Feb 09, 2024",80.6
"Feb 16, 2024",80.6
"Feb 23, 2024",81.5
"Mar 01, 2024",84.9
"Mar 08, 2024",86.8
"Mar 15, 2024",87.8
"Mar 22, 2024",88.7
"Mar 29, 2024",88.6
"Apr 05, 2024",88.3
"Apr 12, 2024",88.1
"Apr 19, 2024",88.5
"Apr 26, 2024",87.5
"May 03, 2024",88.5
"May 10, 2024",90.4
"May 17, 2024",91.7
"May 24, 2024",94.3
"May 31, 2024",95.4
"Jun 07, 2024",95
"Jun 14, 2024",93.5
"Jun 21, 2024",92.2
"Jun 28, 2024",93.5
"Jul 05, 2024",95.4
"Jul 12, 2024",93.7
"Jul 19, 2024",91.6
"Jul 26, 2024",90.1
"Aug 02, 2024",90.5
"Aug 09, 2024",91.5
"Aug 16, 2024",92.3
"Aug 23, 2024",93.3
"Aug 30, 2024",93.3
"Sep 06, 2024",92.8
"Sep 13, 2024",92.1
"Sep 20, 2024",90.9
"Sep 27, 2024",87.6
"Oct 04, 2024",86.7
"Oct 11, 2024",87.7
"Oct 18, 2024",89.5
"Oct 25, 2024",89.1
"Nov 01, 2024",90.5
"Nov 08, 2024",91.4
"Nov 15, 2024",90.2
"Nov 22, 2024",90.5
"Nov 29, 2024",93.3
"Dec 06, 2024",92.4
"Dec 13, 2024",91.8
"Dec 20, 2024",92.5
"Dec 27, 2024",92.7
"Jan 03, 2025",93.3
"Jan 10, 2025",91.7
"Jan 17, 2025",85.9
"Jan 24, 2025",83.5
"Jan 31, 2025",84.5
"Feb 07, 2025",85
"Feb 14, 2025",84.9
"Feb 21, 2025",86.5
"Feb 28, 2025",85.9
"Mar 07, 2025",86.5
"Mar 14, 2025",86.9
"Mar 21, 2025",87
"Mar 28, 2025",86
"Apr 04, 2025",86.7
"Apr 11, 2025",86.3
"Apr 18, 2025",88.1
"Apr 25, 2025",88.6
"May 02, 2025",89
"May 09, 2025",90.2
,
